1,"“The bright lure of freedom diminishes your life's joy in a mad scramble for power, for identity.”",YM,"['allstar30', 'rating']",2012-06-17 14:25:57,0,中国香港,3341338  2008-12-13加入
2,英雄主义电影看着很欢乐哈哈,尾巴是花洒的熊,"['allstar40', 'rating']",2012-06-17 13:46:48,0,"San Francisco Bay Area, United States",huhuqiqian  2006-11-24加入
3,"2012.05 @ 搜秀影城
能把这么多偶像级英雄揉捏得如此妥帖，片子的功力和娱乐性毋庸置疑。",DennisZz9,"['allstar40', 'rating']",2012-06-17 22:36:58,0,北京,DennisZz9  2007-03-03加入
4,有人说绿巨人是全片最亮点,xp,"['allstar50', 'rating']",2012-06-17 17:27:58,0,"Paris, France",xpoxp  2009-11-06加入
5,本以为是又是美国个人英雄主义的烂俗剧情，但是看的时候各种戳中笑点，没想到绿巨人也担当起了逗哏的重任，哈哈；斯嘉丽的表现实在是出色，我都没怎么看我家小罗伯特·唐尼；托尔还是一如既往的挫男一个，美国队长的盾牌我也想要一个>。<最后结局的大bug：雷神这么好的一个移动电源钢铁侠居然不用！,下次还这样,"['allstar50', 'rating']",2012-06-27 02:30:32,0,,
6,绿巨人很厉害,niqi120,"['allstar40', 'rating']",2012-06-17 17:53:30,0,,
7,原来是4D的效果超级好~~看得很过瘾~~~一惊一乍的。。。。哈哈  。。。,DaoDao,"['allstar50', 'rating']",2012-06-19 14:09:06,0,,
8,舉重若輕！意外驚喜！！韋導大能！我軍司令大能！！,Mona Lishark,"['allstar50', 'rating']",2012-04-23 17:23:22,126,Isle of Man,run11run  2007-11-12加入
9,还好打斗够长不枉我等待冗长的前大半部！,苗小K,"['allstar40', 'rating']",2012-06-06 02:32:12,0,,
10,纯粹的美国英雄主义电影，和变形金刚 2012，剧情节奏没什么区别。,L 、,"['allstar40', 'rating']",2012-06-19 17:41:11,0,,
11,各种打斗很燃啊！画面太震撼，看得很过瘾,橘猫,"['allstar50', 'rating']",2018-04-26 22:49:04,16,,
12,零点首映果然不同凡响 宅男奇多 因为观影前特地温习老爸老妈浪漫史的缘故 见到某行政人员果断笑场 全片燃点从地上基地全毁开始 到绿巨人一拳击坠钢铁龙时达到高潮 难能可贵的是大场面后总是接上小萌点 全片142分钟全无冷场 堆特效不惜血本 目测可进入年度前三（任选小场景已秒杀超级战舰全部了,文泽尔,"['allstar50', 'rating']",2012-05-05 15:15:13,14,"Zürich, Switzerland",wenzel  2007-08-20加入
13,最后30分钟拯救全片，否则我只给1颗星，明明是一部爆米花电影，我一桶爆米花都吃完了还没high起来，介是搞毛啊！一群爷们吵来吵去的，该打不去打，还没一娘们打得好看；。中影的3D眼镜明明就是墨镜，银幕比剧情还黑；绿巨人贡献全场三大笑点，又呆又萌，秒杀全场。,蒜 | BOY A✎,"['allstar30', 'rating']",2012-05-08 22:21:21,12,四川成都,movie007wn  2006-10-07加入
14,爆米花电影。热闹，炫目,david,"['allstar30', 'rating']",2012-06-19 16:28:21,0,,
15,很不错，期待其续集，如果看过另外4部单独的再去看会更棒的~,可可要快乐,"['allstar40', 'rating']",2012-06-19 14:03:37,0,上海,perfect-niki  2010-07-02加入
16,感觉这类影片中只有复仇者联盟和雷神好看，其他都很粗糙而且剧情过度太快，感觉没必要太过纠结于剧情是否合理，或者是否剧情够细腻。即便只是这种富有想象力的人物结合，过瘾的打斗场景和搞笑的情节已经非常了不起非常值得看了，毕竟划时代的电影是少数,LEO赫本,"['allstar50', 'rating']",2012-06-19 15:48:30,0,,
17,人物太多，眼花缭乱，坐等正义联盟，希望精彩一点,阿钟来了,"['allstar30', 'rating']",2012-06-19 16:29:40,0,,
0,享受一场超级英雄们带来的视觉盛宴吧,Lie to Me,"['allstar50', 'rating']",2012-06-17 12:56:16,0,,
1,与美国电影一贯的个人英雄主义不同  这是部关于集体英雄的电影,玫瑰没有小王子,"['allstar40', 'rating']",2012-06-17 13:23:01,0,重庆,55677796  2011-10-31加入
2,美国英雄主义诠释的集合体,vWei,"['allstar40', 'rating']",2012-06-17 16:05:47,0,,
3,早说有斯嘉丽 我早就看了,Adrian13,"['allstar30', 'rating']",2012-06-17 20:25:36,0,上海,1489249  2007-04-01加入
4,有这样的明星阵容，还在乎什么狗血剧情？！,Scar,"['allstar50', 'rating']",2012-06-17 23:01:05,0,,
5,纯欢乐,CeCi,"['allstar40', 'rating']",2012-06-17 22:34:37,0,北京,xunzai  2007-05-12加入
6,求一套钢铁侠的装备,黎明Leon,"['allstar50', 'rating']",2012-06-17 19:41:19,0,北京,joe1008  2010-11-30加入
7,精彩紧凑的爆米花高科技无脑大片，笑点多，比每一部单独系列英雄传都好。讲述一群心智不全的超能儿如何矫正三观拯救地球的故事。当然如果由爱德华来演绿巨人我绝对会极不理智的打五星。,孙此方,"['allstar40', 'rating']",2012-05-06 00:44:11,6,,
8,一般般的英雄片。（我倒看得津津有味，但女友睡着了）,轻骑漫步,"['allstar30', 'rating']",2012-06-17 19:58:21,0,,
9,美国漫画英雄电影大乱炖之史上最强。,张小北,"['allstar40', 'rating']",2012-05-06 01:50:38,16,北京,xzfd  2008-03-04加入
10,补充记录 31,Wanda。L,"['allstar40', 'rating']",2012-06-17 20:52:39,0,北京,Lin.Island  2009-08-10加入
11,其实，这是一部典型的美国英雄主义的电影，宣扬美国人能拯救一切的真理。我艹。,翔都堵不住你嘴,"['allstar30', 'rating']",2012-06-17 22:53:12,0,北京,47360340  2010-11-13加入
12,美国式英雄大杂烩。还好，非常Entertaining，至少我这个工作到10点的人非常满意……,simply me,"['allstar30', 'rating']",2012-06-17 18:36:28,0,上海,simplymeanna  2009-11-16加入
13,一定要3D IMAX才好~,守愚,"['allstar50', 'rating']",2012-06-19 22:34:01,0,湖北武汉,HughShaw  2008-12-08加入
14,超级英雄题材已经是无敌冷饭了~不过这次的群英荟萃的确是爽爆眼球~Heroes偶尔耍个性斗斗嘴加小卖一下萌，更有加分~整部剧十分精彩！（PS：珍爱生命，远离纽约。）,Sodayui,"['allstar50', 'rating']",2012-09-02 10:14:12,0,"Detroit, United States",sodayui  2007-10-17加入
15,呵呵呵呵呵,立早,"['allstar30', 'rating']",2012-06-18 00:40:46,0,浙江杭州,2639783  2008-06-26加入
16,南洋3D太坑爹,whocare,"['allstar40', 'rating']",2012-06-17 20:48:55,0,江苏苏州,xujdan  2007-08-08加入
17,设定和剧情不是我的菜，3D倒是很不错,D很多,"['allstar40', 'rating']",2012-06-18 00:24:43,0,上海,1414785  2007-02-05加入
0,“明星”很耀眼，绿巨人其实才是复仇者联盟的boss！,小橙子,"['allstar50', 'rating']",2012-06-17 19:01:52,0,天津,2752290  2008-07-27加入
1,欢乐向全家福，阵容之让人嗨起。,阿朴,"['allstar40', 'rating']",2012-09-02 16:02:34,0,广东广州,apu  2006-08-22加入
2,后半段比较激情。,余音,"['allstar40', 'rating']",2012-06-18 00:08:34,0,陕西西安,doveluqi  2010-12-21加入
3,脸盲的痛苦...不变身根本认不出来...,inkhk,"['allstar30', 'rating']",2012-06-17 21:11:18,0,上海,inkhkkk  2011-07-16加入
4,全星恶搞喜剧，2呼呼的绿巨人真是让我笑瘫,朱日妮,"['allstar30', 'rating']",2012-09-02 05:51:55,0,河南洛阳,zhuweina  2007-01-26加入
5,实在不好这口...,Flora,"['allstar30', 'rating']",2012-06-17 19:03:45,0,,
6,英雄会老。,寂地花开,"['allstar30', 'rating']",2012-08-12 15:51:25,0,北京,buglovenet  2005-12-20加入
7,好吧，这个系列的漫画我基本上完全不了解，对影片最有印象的应该是那个富有喜感cosplay牛魔王或者是驯鹿的Roki boss，另，豆瓣的评论牛叉的要死，看完之后啥都知道了~,子乌,"['allstar40', 'rating']",2012-09-01 02:31:25,0,福建厦门,sheneyan  2006-11-14加入
8,这片激发了我热血澎湃的少女心！！好多HERO！！,阿圆,"['allstar50', 'rating']",2012-06-18 00:56:51,0,,
9,看看笑笑还不错 嘈点挺多 总之很欢乐,轰纸小酱酱,"['allstar40', 'rating']",2012-06-17 18:15:00,0,,
10,超级爆米花大片,L&P的小课长,"['allstar50', 'rating']",2012-07-18 02:29:29,0,上海,lostheaven  2009-05-16加入
11,史上最昂贵的爆笑片-。-,一个小肉肉,"['allstar50', 'rating']",2012-06-18 00:25:20,0,,
12,够搞笑哈,小佩琪,"['allstar40', 'rating']",2012-06-17 23:17:30,0,西藏那曲,lichuyue  2010-06-26加入
13,人生必热血，特效必影院。,猪仔叶,"['allstar40', 'rating']",2012-09-02 21:17:01,0,北京,Juzzia  2007-09-17加入
14,炫爆了,geekdada,"['allstar50', 'rating']",2012-06-17 23:23:58,0,广东广州,geekdada  2010-02-28加入
15,"不错的美式大片
",线形单调,"['allstar40', 'rating']",2012-09-02 20:12:13,0,四川成都,yingluncheng  2007-12-03加入
16,带给我回忆的电影,Gineea,"['allstar40', 'rating']",2012-06-17 19:58:01,0,,
17,美国队长好帅！,kylerwww,"['allstar50', 'rating']",2012-06-17 19:31:33,0,北京,monkeywen  2010-11-25加入
18,标准圈钱片,windyxp,"['allstar30', 'rating']",2012-09-02 20:26:33,0,北京,1271102  2006-10-01加入
0,没什么意思,殺死黑小夜,"['allstar30', 'rating']",2012-06-18 00:02:22,0,浙江杭州,3885562  2009-03-27加入
1,我真的很詫異這片都有8分！早早給我猜到怎麼個流程和劇情發展是最大的缺點，其他則是毫無美感的對決群毆，最重要的我真特麼一直認為這群美漫英雄們在一起是最13的！我很想給2星，算在投資面子上給3星~,邻舍的老花猫,"['allstar30', 'rating']",2012-09-02 10:32:36,0,浙江杭州,yuantown  2007-09-09加入
2,赶在下档之前总算是看到了……甚好看！黑寡妇和鹰眼好萌……（捂眼）,休迪翊,"['allstar40', 'rating']",2012-06-17 21:07:41,0,上海,xiudiyi_b_a  2009-09-11加入
3,看过就忘,mr.tall,"['allstar30', 'rating']",2012-06-16 03:04:51,0,广东广州,mrtall  2010-04-03加入
4,典型美国爆米花动作科幻电影，然后每次都幻想自己是其中某身怀绝技女主角,Ashley,"['allstar40', 'rating']",2012-06-17 20:43:58,0,广东深圳,Ashleyhuang  2009-06-02加入
5,"2012.09.02
打得太热闹！绿巨人太V587（好希望还是诺顿啊）！我对“英雄”这类物种完全没有抵抗力，再弱智的情节都能看得血脉贲张热泪盈眶……",小悬子,"['allstar30', 'rating']",2012-09-02 16:19:40,0,上海,3653373  2009-02-16加入
6,能把这么些奇怪的家伙弄地一起还真不容易.,双色心,"['allstar40', 'rating']",2012-06-17 19:55:01,0,,
7,"放映前被告知只需要看两伙人为了抢个东西打群架就行了。
还是挺欢乐的，绿巨人有点儿像大战僵尸里的加强版绿色大倭瓜，气呼呼的样子真好玩儿😉",Maggie,"['allstar40', 'rating']",2012-06-17 18:35:28,0,,
8,涉及到的电影一步也没看过，看得我稀里糊涂的。是不是男生都喜欢看这种很吵的电影啊？,小晓熹流,"['allstar40', 'rating']",2012-06-17 19:59:00,0,,
9,群口相声吧这是，各种搅基卖萌哇,三月青绒,"['allstar30', 'rating']",2012-09-02 22:09:28,0,北京,sanyueqingrong  2009-09-19加入
10,我是一枚完全没有背景知识的妹纸...,Only_purple,"['allstar30', 'rating']",2012-06-19 21:28:09,0,北京,only_purple  2007-02-05加入
11,"就是NC粉嘛没办法╮(￣▽￣"")╭ ",Rostock,"['allstar50', 'rating']",2012-06-17 18:21:39,0,上海,56903206  2011-12-10加入
12,Hulk果然很可爱~,我是陈胖我有车,"['allstar40', 'rating']",2012-09-02 13:49:00,0,北京,fickKPCh  2009-06-23加入
13,洛基那一身是演完二郎神还没来得急换吧,甲爸爸,"['allstar30', 'rating']",2012-08-12 22:33:21,0,,
14,超级战舰后又一部热血沸腾的电影，不过不同于超级战舰，妇联笑点还是相当的多，碰到绿巨人卖萌加耍宝，钢铁侠都甘拜下风。,橘猫爱吃鱼,"['allstar40', 'rating']",2018-04-28 10:33:47,13,,
15,前戏部分有些平淡，不过最后的高潮照实精彩。从本片看，复仇者联盟中最威武，最具破坏性的无疑是绿巨人大帝。,思考的猫,"['allstar40', 'rating']",2012-09-02 10:58:06,1,北京,ThinkingCat  2005-08-12加入
16,大场面又有笑点，好看~绿巨人太萌了啦~~~综合还是喜欢钢铁侠！因为联盟里面只看过钢铁侠。。。,阿阿阿悠,"['allstar40', 'rating']",2012-09-02 22:17:15,0,上海,Joan_J  2008-12-10加入
17,妇联真好看~不过就是前戏太长了点儿,扣。,"['allstar40', 'rating']",2012-09-02 16:27:46,0,浙江杭州,MK_ijal  2010-02-07加入
18,画面确实是爽啊，不过，还真是爽完就完了,七七,"['allstar40', 'rating']",2012-09-02 09:58:37,0,黑龙江哈尔滨,xiaomei0606511  2008-12-11加入
